Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,latitude,longitude,MonthlyTotal,Sum
Ishurdi,1990,6,0,21,0,0,0,102,0,0,17,11,0,0,28,0,5,0,0,0,0,0,6,20,6,34,1,0,1,22,2,1,0,24.12858,89.06573,277,
Ishurdi,1990,7,2,5,16,46,22,12,1,0,4,55,1,20,5,0,7,1,0,1,29,4,75,6,1,12,0,47,0,2,18,15,15,24.12858,89.06573,422,
Ishurdi,1990,8,0,54,4,9,1,47,2,0,0,0,0,20,23,3,0,11,7,0,0,0,0,3,9,0,15,20,2,5,0,0,0,24.12858,89.06573,235,
Ishurdi,1990,9,0,17,0,0,41,5,6,0,0,0,58,31,0,12,0,0,6,2,34,90,19,0,0,0,3,34,1,11,98,13,0,24.12858,89.06573,481,
Ishurdi,1990,10,15,1,1,11,1,1,0,5,38,8,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12858,89.06573,88,
Ishurdi,1990,11,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12858,89.06573,34,
Ishurdi,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12858,89.06573,0,2099
Jessore,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16971,89.21371,0,
Jessore,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,3,0,14,0,9,0,0,0,0,18,0,0,0,0,0,23.16971,89.21371,54,
Jessore,1990,3,0,1,4,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,55,61,23,0,12,0,8,0,23.16971,89.21371,173,
Jessore,1990,4,6,3,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,23.16971,89.21371,25,
Jessore,1990,5,0,0,12,0,25,0,0,0,0,0,15,4,6,9,8,1,0,0,0,19,5,0,1,0,0,49,7,0,1,0,0,23.16971,89.21371,162,
Jessore,1990,6,1,27,54,0,0,49,0,0,0,0,0,0,1,5,51,12,0,0,4,1,9,3,24,35,34,0,8,9,8,0,0,23.16971,89.21371,335,
Jessore,1990,7,8,2,26,70,45,16,0,12,9,35,0,0,12,17,4,7,0,0,0,0,35,0,0,5,11,10,0,35,1,3,6,23.16971,89.21371,369,
Jessore,1990,8,31,14,0,0,21,0,18,0,3,0,0,0,0,0,7,10,0,0,0,5,2,7,1,2,0,0,6,0,6,4,0,23.16971,89.21371,137,
Jessore,1990,9,0,9,3,9,1,8,6,2,0,9,37,0,6,1,3,1,0,0,48,20,0,1,0,0,0,2,0,25,3,2,0,23.16971,89.21371,196,
Jessore,1990,10,5,2,36,34,6,0,0,0,9,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16971,89.21371,99,
Jessore,1990,11,0,0,0,6,76,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16971,89.21371,126,
Jessore,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16971,89.21371,10,1686
Khepupara,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9938,90.2292,0,
Khepupara,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,6,24,5,38,0,0,0,7,21,0,0,0,0,21.9938,90.2292,121,
Khepupara,1990,3,0,9,18,23,1,0,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,5,38,0,16,10,1,3,21.9938,90.2292,139,
Khepupara,1990,4,15,4,26,4,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,21.9938,90.2292,99,
Khepupara,1990,5,0,0,0,0,0,0,0,0,0,0,0,11,1,12,173,3,1,0,0,0,11,0,0,0,0,23,25,8,0,16,0,21.9938,90.2292,284,
Khepupara,1990,6,0,0,0,0,42,24,0,0,0,0,0,7,49,29,2,0,0,8,24,5,18,1,3,34,5,5,17,8,36,0,0,21.9938,90.2292,317,
Khepupara,1990,7,10,109,39,205,88,29,15,0,31,5,3,28,5,0,23,9,12,4,49,53,42,2,1,21,2,26,6,38,184,10,0,21.9938,90.2292,1049,
Khepupara,1990,8,72,14,33,12,0,14,10,6,1,0,0,2,7,2,14,5,16,6,0,0,2,0,17,0,0,27,24,4,3,8,0,21.9938,90.2292,299,
Khepupara,1990,9,1,229,74,22,7,1,0,1,0,2,39,14,12,3,1,0,20,10,3,13,20,0,0,2,2,5,0,0,3,19,0,21.9938,90.2292,503,
Khepupara,1990,10,9,44,22,49,42,0,3,33,40,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9938,90.2292,262,
Khepupara,1990,11,0,0,0,42,6,19,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9938,90.2292,98,
Khepupara,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,21.9938,90.2292,40,3211
Khulna,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.80979,89.56439,0,
Khulna,1990,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,27,0,10,1,0,0,0,5,0,0,0,0,0,22.80979,89.56439,62,
Khulna,1990,3,0,33,10,0,0,0,15,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,29,31,35,0,18,0,10,0,22.80979,89.56439,212,
Khulna,1990,4,1,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,22.80979,89.56439,58,
Khulna,1990,5,0,4,18,0,0,0,0,0,0,0,17,0,50,11,31,0,0,0,0,4,5,0,7,0,0,36,4,0,0,74,0,22.80979,89.56439,261,
Khulna,1990,6,26,1,52,0,0,18,0,0,0,8,0,0,0,8,5,3,12,0,8,8,3,62,0,7,13,1,7,3,16,0,0,22.80979,89.56439,261,
Khulna,1990,7,12,6,36,25,6,38,6,1,41,21,16,15,6,2,20,12,5,1,8,0,83,0,0,16,9,0,3,13,3,32,0,22.80979,89.56439,436,
Khulna,1990,8,12,53,4,0,24,3,0,0,1,13,0,0,1,11,21,20,2,1,0,0,2,10,6,4,1,0,1,0,8,8,0,22.80979,89.56439,206,
Khulna,1990,9,0,41,13,7,10,1,8,15,6,0,1,0,3,8,3,0,0,25,16,1,0,5,0,0,1,21,8,6,3,3,0,22.80979,89.56439,205,
Khulna,1990,10,8,8,10,40,53,0,0,1,28,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.80979,89.56439,156,
Khulna,1990,11,0,0,0,27,14,2,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.80979,89.56439,77,
Khulna,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22.80979,89.56439,4,1938
Kutubdia,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8167,91.8583,0,
Kutubdia,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,6,0,0,0,0,2,0,0,0,0,21.8167,91.8583,56,
Kutubdia,1990,3,0,0,139,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,1,0,21.8167,91.8583,191,
Kutubdia,1990,4,0,7,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,0,22,0,0,21.8167,91.8583,60,
Kutubdia,1990,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,84,0,0,0,0,0,0,0,8,0,0,8,17,0,1,0,21.8167,91.8583,206,
Kutubdia,1990,6,14,4,0,0,74,106,4,25,1,1,0,3,13,8,19,0,0,17,32,71,49,1,5,73,48,167,27,14,32,187,0,21.8167,91.8583,995,
Kutubdia,1990,7,62,2,18,177,83,97,97,0,1,34,10,17,15,46,24,4,4,20,32,53,81,32,0,1,2,82,6,7,90,79,3,21.8167,91.8583,1179,
Kutubdia,1990,8,45,3,0,0,5,1,3,0,1,0,0,1,0,0,2,0,15,1,0,7,0,1,2,17,7,25,1,0,0,0,0,21.8167,91.8583,137,
Kutubdia,1990,9,10,29,5,9,2,4,0,0,0,0,5,1,1,1,0,1,1,9,6,20,0,0,0,0,0,6,45,12,0,0,0,21.8167,91.8583,167,
Kutubdia,1990,10,31,13,0,0,0,0,26,90,46,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8167,91.8583,250,
Kutubdia,1990,11,0,0,0,24,64,0,11,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8167,91.8583,139,
Kutubdia,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,21.8167,91.8583,41,3421
M.court,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,
M.court,1990,2,0,0,0,0,0,34,0,0,0,0,0,0,0,0,8,0,0,0,12,0,4,16,0,0,0,1,8,0,0,0,0,,,83,
M.court,1990,3,0,10,38,1,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,67,12,0,2,37,85,0,,,266,
M.court,1990,4,6,10,0,12,3,0,0,7,61,23,0,0,0,0,4,0,0,0,0,8,1,0,0,0,18,2,26,0,54,0,0,,,235,
M.court,1990,5,0,1,0,0,2,0,0,0,0,0,0,0,16,6,162,15,0,0,0,0,104,0,0,0,8,32,2,8,3,70,0,,,429,
M.court,1990,6,5,8,15,22,15,112,0,0,1,41,98,0,29,7,7,0,0,15,7,8,12,10,14,9,66,6,30,38,15,61,0,,,651,
M.court,1990,7,34,13,38,81,11,32,44,8,30,52,39,19,47,6,7,2,15,20,8,11,6,19,0,1,2,10,22,50,83,7,35,,,752,
M.court,1990,8,25,9,55,6,2,113,130,8,10,2,21,8,13,15,1,2,6,10,1,6,5,9,0,19,1,45,0,0,0,0,0,,,522,
M.court,1990,9,19,8,6,10,17,11,14,1,1,20,3,3,5,34,3,0,0,0,1,5,0,3,8,3,17,0,2,0,3,42,0,,,239,
M.court,1990,10,1,26,31,3,2,1,30,161,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,359,
M.court,1990,11,0,0,0,15,32,10,2,14,0,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,99,
M.court,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,,,49,3684
Madaripur,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17097,90.20935,0,
Madaripur,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,15,0,9,0,0,0,0,16,0,0,0,0,0,23.17097,90.20935,66,
Madaripur,1990,3,0,17,16,2,0,0,1,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,18,52,23,0,9,19,36,0,23.17097,90.20935,217,
Madaripur,1990,4,49,24,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,3,24,0,1,0,0,23.17097,90.20935,156,
Madaripur,1990,5,0,0,11,0,43,0,0,1,0,0,0,0,0,5,8,9,0,0,0,10,2,0,5,0,0,36,5,0,0,79,0,23.17097,90.20935,214,
Madaripur,1990,6,0,13,0,0,0,84,0,0,4,28,2,0,4,0,4,7,0,0,12,7,12,20,1,16,13,0,16,5,1,4,0,23.17097,90.20935,253,
Madaripur,1990,7,7,0,15,41,7,2,9,13,58,86,0,9,10,5,9,16,3,2,4,5,10,6,4,1,39,1,2,20,62,11,0,23.17097,90.20935,457,
Madaripur,1990,8,0,9,5,2,4,0,48,4,0,1,1,0,0,1,7,13,7,0,0,0,5,8,6,1,0,45,0,9,0,0,0,23.17097,90.20935,176,
Madaripur,1990,9,0,5,8,62,0,7,2,5,0,2,5,1,0,12,1,0,0,13,5,12,1,0,0,0,32,1,10,32,1,47,0,23.17097,90.20935,264,
Madaripur,1990,10,0,0,27,15,27,0,5,97,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17097,90.20935,210,
Madaripur,1990,11,0,0,0,23,16,17,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17097,90.20935,105,
Madaripur,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,23.17097,90.20935,9,2127
Mymensingh,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75636,90.40646,0,
Mymensingh,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,0,0,1,0,25,25,0,0,1,0,0,0,0,0,24.75636,90.40646,83,
Mymensingh,1990,3,1,10,0,0,0,0,0,0,0,2,1,0,18,0,0,0,0,0,0,0,0,0,0,2,4,27,0,0,0,2,0,24.75636,90.40646,67,
Mymensingh,1990,4,1,4,0,0,31,0,0,1,0,0,0,0,0,0,0,0,1,22,2,6,3,0,0,2,19,12,5,0,6,1,0,24.75636,90.40646,116,
Mymensingh,1990,5,1,9,0,0,4,0,0,3,0,7,1,5,2,77,30,0,0,0,0,66,25,0,0,0,71,2,8,26,41,0,12,24.75636,90.40646,390,
Mymensingh,1990,6,63,90,0,0,18,52,19,1,51,27,0,0,0,1,2,0,9,1,0,30,91,12,22,5,7,0,0,6,2,20,0,24.75636,90.40646,529,
Mymensingh,1990,7,19,2,31,17,34,27,10,0,2,58,2,30,7,3,1,5,1,5,19,0,18,0,9,0,1,3,4,48,9,4,0,24.75636,90.40646,369,
Mymensingh,1990,8,1,25,32,2,0,0,0,9,0,34,6,17,32,0,1,2,0,0,0,0,0,2,0,2,27,5,5,35,0,0,0,24.75636,90.40646,237,
Mymensingh,1990,9,0,29,0,2,6,10,0,0,0,0,2,1,0,3,26,1,2,22,0,0,0,0,0,0,17,14,11,99,67,7,0,24.75636,90.40646,319,
Mymensingh,1990,10,16,1,8,7,1,0,0,0,25,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75636,90.40646,80,
Mymensingh,1990,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75636,90.40646,7,
Mymensingh,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.75636,90.40646,1,2198
Patuakhali,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3586,90.3317,0,
Patuakhali,1990,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,51,4,15,9,0,0,0,0,13,0,0,0,0,22.3586,90.3317,100,
Patuakhali,1990,3,0,56,36,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,5,14,0,8,2,13,0,22.3586,90.3317,161,
Patuakhali,1990,4,10,47,0,17,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,1,0,22.3586,90.3317,132,
Patuakhali,1990,5,0,10,0,0,0,0,0,0,0,0,11,1,4,7,94,4,0,0,0,0,50,0,8,0,0,32,8,19,0,44,0,22.3586,90.3317,292,
Patuakhali,1990,6,0,0,0,27,4,22,1,0,0,1,40,0,6,41,6,0,1,0,20,11,19,14,12,4,9,1,30,36,1,0,0,22.3586,90.3317,306,
Patuakhali,1990,7,28,11,14,127,31,18,17,1,28,5,1,11,3,2,45,41,10,10,33,27,13,3,1,4,0,0,20,45,47,6,0,22.3586,90.3317,602,
Patuakhali,1990,8,2,6,51,20,0,10,11,2,0,4,0,0,4,4,6,25,9,2,0,0,7,11,11,1,0,19,3,10,1,1,0,22.3586,90.3317,220,
Patuakhali,1990,9,3,259,25,9,14,8,5,0,6,0,5,52,12,10,1,1,13,1,17,25,12,8,0,6,12,23,4,0,5,0,0,22.3586,90.3317,536,
Patuakhali,1990,10,15,14,55,69,44,0,5,35,54,15,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3586,90.3317,318,
Patuakhali,1990,11,0,0,0,38,5,2,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3586,90.3317,81,
Patuakhali,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,22.3586,90.3317,28,2776
Rajshahi,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.374,88.60114,0,
Rajshahi,1990,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,10,0,0,1,0,2,0,14,0,0,0,0,0,24.374,88.60114,34,
Rajshahi,1990,3,7,1,0,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,24.374,88.60114,46,
Rajshahi,1990,4,20,12,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,20,13,0,0,15,0,0,24.374,88.60114,97,
Rajshahi,1990,5,17,0,0,0,40,0,0,0,0,1,14,0,9,56,3,0,0,0,1,75,1,0,0,0,73,4,4,0,3,0,0,24.374,88.60114,301,
Rajshahi,1990,6,1,25,0,0,0,53,0,0,40,0,0,2,0,0,0,0,0,0,1,2,23,38,10,29,0,0,1,34,0,4,0,24.374,88.60114,263,
Rajshahi,1990,7,82,2,17,34,16,10,64,25,5,12,1,2,14,5,51,6,1,1,0,10,49,1,4,1,0,0,0,19,8,21,3,24.374,88.60114,464,
Rajshahi,1990,8,0,39,36,4,1,14,2,0,0,1,1,4,12,3,0,16,4,0,0,0,0,5,15,2,70,7,1,1,0,0,0,24.374,88.60114,238,
Rajshahi,1990,9,0,5,0,1,1,3,0,1,0,0,7,0,1,21,0,3,0,0,4,20,7,0,0,15,3,53,6,6,18,5,0,24.374,88.60114,180,
Rajshahi,1990,10,31,0,31,17,1,2,0,0,14,2,0,0,6,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.374,88.60114,127,
Rajshahi,1990,11,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.374,88.60114,17,
Rajshahi,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.374,88.60114,0,1767
Rangamati,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6573,92.1733,0,
Rangamati,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,22.6573,92.1733,22,
Rangamati,1990,3,0,1,15,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,27,4,13,8,0,0,6,4,0,22.6573,92.1733,115,
Rangamati,1990,4,2,13,0,19,1,0,0,0,6,170,0,0,0,0,0,0,0,0,0,21,26,0,1,28,14,1,1,0,33,0,0,22.6573,92.1733,336,
Rangamati,1990,5,0,0,0,0,7,0,0,0,0,0,0,0,0,14,73,200,0,0,17,2,0,0,0,0,0,14,3,9,14,1,11,22.6573,92.1733,365,
Rangamati,1990,6,16,3,0,20,20,16,5,0,0,0,97,0,0,0,4,1,9,3,12,1,15,0,22,8,68,6,1,14,12,35,0,22.6573,92.1733,388,
Rangamati,1990,7,10,1,7,51,118,9,6,15,33,5,13,7,18,5,2,2,10,9,5,17,5,2,17,3,5,69,114,64,18,19,0,22.6573,92.1733,659,
Rangamati,1990,8,58,11,15,6,12,4,3,1,0,0,9,2,2,7,9,0,10,0,1,0,0,0,6,7,0,0,3,10,0,0,0,22.6573,92.1733,176,
Rangamati,1990,9,54,8,1,7,1,1,11,0,0,2,5,8,1,0,7,0,0,8,7,0,25,15,11,5,4,0,1,12,3,0,0,22.6573,92.1733,197,
Rangamati,1990,10,0,0,0,0,0,0,26,31,11,46,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6573,92.1733,129,
Rangamati,1990,11,0,0,0,21,17,13,25,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6573,92.1733,91,
Rangamati,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,22.6573,92.1733,54,2532
Rangpur,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.74664,89.25166,1,
Rangpur,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,25.74664,89.25166,57,
Rangpur,1990,3,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,10,0,0,0,52,0,0,0,0,0,0,25.74664,89.25166,82,
Rangpur,1990,4,6,0,0,1,33,0,0,25,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,16,0,20,9,6,5,0,0,25.74664,89.25166,134,
Rangpur,1990,5,11,0,3,7,4,0,2,6,1,21,6,13,0,0,16,0,0,0,0,25,12,35,0,0,30,51,12,65,34,0,0,25.74664,89.25166,354,
Rangpur,1990,6,60,3,12,0,81,1,0,4,54,42,0,11,1,0,4,0,0,0,0,14,32,43,12,0,0,0,1,0,0,18,0,25.74664,89.25166,393,
Rangpur,1990,7,0,0,0,30,60,51,6,1,70,19,1,4,11,7,0,0,0,3,0,1,2,2,9,3,0,8,8,5,2,1,2,25.74664,89.25166,306,
Rangpur,1990,8,0,0,1,0,6,2,0,0,0,0,62,80,52,17,5,0,0,0,0,0,0,0,0,1,33,46,51,22,18,0,0,25.74664,89.25166,396,
Rangpur,1990,9,0,14,59,1,0,0,23,0,0,0,4,4,0,0,0,0,55,6,0,0,0,2,15,1,55,31,15,89,65,0,0,25.74664,89.25166,439,
Rangpur,1990,10,9,2,20,0,50,14,0,0,61,32,0,0,0,8,4,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25.74664,89.25166,224,
Rangpur,1990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74664,89.25166,0,
Rangpur,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74664,89.25166,0,2386
Sandwip,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51409,91.45491,0,
Sandwip,1990,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,37,0,0,0,0,0,0,0,0,22.51409,91.45491,54,
Sandwip,1990,3,0,32,14,17,0,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,85,19,0,6,4,6,0,22.51409,91.45491,196,
Sandwip,1990,4,4,48,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,1,35,8,9,0,80,0,0,22.51409,91.45491,213,
Sandwip,1990,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5,95,8,0,0,0,0,29,0,0,0,28,20,0,26,0,41,0,22.51409,91.45491,255,
Sandwip,1990,6,18,0,0,0,8,28,0,0,0,25,0,0,0,8,20,0,11,13,25,84,40,13,29,19,81,15,23,14,70,17,0,22.51409,91.45491,561,
Sandwip,1990,7,12,0,39,46,75,1,26,45,80,14,68,26,29,62,10,2,7,1,28,21,57,29,0,10,10,32,101,32,134,4,6,22.51409,91.45491,1007,
Sandwip,1990,8,10,20,2,0,0,110,113,8,9,0,5,0,12,0,0,0,0,0,0,0,3,0,8,0,10,47,2,0,0,0,0,22.51409,91.45491,359,
Sandwip,1990,9,22,52,12,10,0,22,0,0,6,23,5,4,10,0,3,0,151,11,0,0,0,0,9,30,14,0,0,10,11,7,0,22.51409,91.45491,412,
Sandwip,1990,10,22,7,0,2,0,0,19,0,30,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51409,91.45491,233,
Sandwip,1990,11,0,0,0,15,19,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51409,91.45491,47,
Sandwip,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,22.51409,91.45491,48,3385
Satkhira,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70817,89.07185,0,
Satkhira,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,19,0,0,3,0,0,0,8,0,0,0,0,0,22.70817,89.07185,47,
Satkhira,1990,3,0,52,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,19,0,12,0,22.70817,89.07185,150,
Satkhira,1990,4,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,22.70817,89.07185,25,
Satkhira,1990,5,0,0,0,0,1,0,0,0,0,0,12,1,2,20,12,0,0,0,0,19,9,0,0,0,0,78,21,0,0,1,0,22.70817,89.07185,176,
Satkhira,1990,6,0,1,40,16,0,60,0,0,0,2,0,0,0,11,10,2,5,0,17,3,2,12,1,7,9,4,2,3,0,5,0,22.70817,89.07185,212,
Satkhira,1990,7,10,1,52,27,2,44,1,1,26,63,3,3,28,0,2,9,5,88,5,95,0,0,0,4,13,6,0,12,10,18,0,22.70817,89.07185,528,
Satkhira,1990,8,0,70,1,0,1,0,24,1,1,3,0,4,0,4,12,25,18,3,0,0,0,0,12,5,20,1,66,0,5,3,0,22.70817,89.07185,279,
Satkhira,1990,9,0,101,51,5,5,4,4,0,1,6,16,0,2,7,11,0,12,0,19,11,0,5,2,0,0,28,0,0,0,2,0,22.70817,89.07185,292,
Satkhira,1990,10,19,3,20,59,15,0,0,13,30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70817,89.07185,168,
Satkhira,1990,11,0,0,0,19,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70817,89.07185,44,
